train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,learning_rate,value_loss,policy_loss,entropy,old_approx_kl,approx_kl,clipfrac,explained_variance,SPS,TimeSinceStart,VectorizedStep,GlobalStep,SingleStep
-0.31758395,0.24909692,-0.24849674,-1.2294623,-0.00942559,263.0233644859813,248.3168281000146,174.5,22,1000,0.0003,0.04772605374455452,-0.01450502872467041,22.694833755493164,0.003916515968739986,0.006621659267693758,0.06489410400390624,-15.56123161315918,1700,38.536702156066895,65536,65536,2048
-0.3741654,0.27894753,-0.2746439,-1.2452229,0.018244078,345.3421052631579,278.6107713484124,264.0,27,1000,0.0002980263157894737,0.0013603400439023972,-0.017331983894109726,22.671911239624023,0.010889524593949318,0.007937179878354073,0.0676849365234375,-8.316742897033691,2224,58.910001277923584,131072,131072,4096
-0.36913875,0.29783884,-0.2831992,-1.2782025,0.04769153,333.43589743589746,288.28817445723803,233.0,26,1000,0.00029605263157894733,0.0002850886667147279,-0.01788736879825592,22.657669067382812,0.009031590074300766,0.008073454722762108,0.08860015869140625,-1.304821491241455,2500,78.61740183830261,196608,196608,6144
-0.3385006,0.2541551,-0.2863534,-1.111549,0.08510746,333.02985074626866,265.1921280516726,255.0,20,1000,0.00029407894736842104,0.0001853778667282313,-0.020734993740916252,22.61981201171875,0.007868979126214981,0.009248573333024979,0.10502777099609376,-0.4756513833999634,2624,99.86564517021179,262144,262144,8192
-0.3111473,0.27498928,-0.21176884,-1.2684373,0.076159224,324.6183574879227,267.90863727000703,225.0,24,1000,0.0002921052631578947,0.00015129742678254843,-0.01766432262957096,22.593935012817383,0.011760982684791088,0.009625239297747612,0.11837310791015625,-0.11549592018127441,2739,119.62359571456909,327680,327680,10240
-0.20602955,0.23088697,-0.14454934,-0.9951667,0.115367666,262.5696721311475,243.01721769581226,166.0,31,1000,0.0002901315789473684,0.00017084160936065018,-0.024045003578066826,22.552797317504883,0.009220639243721962,0.010519005358219147,0.12981719970703126,0.01508241891860962,2815,139.66116452217102,393216,393216,12288
-0.13475277,0.2071016,-0.06892301,-0.92325085,0.11517007,217.01273885350318,221.48758753049412,124.5,17,1000,0.00028815789473684206,0.00017329872935079038,-0.02439185231924057,22.53345489501953,0.00966699980199337,0.010794192552566528,0.136602783203125,0.09331166744232178,2867,159.95953464508057,458752,458752,14336
-0.041675005,0.11807,-0.009850691,-0.62596184,0.21640913,141.53684210526316,140.92351120760628,94.0,20,1000,0.00028618421052631576,0.00018102697504218668,-0.031451866030693054,22.514118194580078,0.01398690789937973,0.012045587413012981,0.151812744140625,0.20875787734985352,2895,181.06990766525269,524288,524288,16384
-0.0036290507,0.086188786,0.016929323,-0.74065745,0.13442372,97.04366197183099,87.66028897195297,70.0,22,1000,0.00028421052631578947,0.00018123420886695385,-0.030966585502028465,22.49730682373047,0.011630876921117306,0.01222836971282959,0.16583099365234374,0.25582557916641235,2872,205.3036801815033,589824,589824,18432
0.02611005,0.044612225,0.031273987,-0.5028212,0.19113082,62.20429104477612,41.02245312863935,53.0,19,725,0.0002822368421052631,0.00013062154175713658,-0.03364432975649834,22.458248138427734,0.01911756582558155,0.012020144611597061,0.15784454345703125,0.18225526809692383,2859,229.213308095932,655360,655360,20480
0.031826597,0.034884207,0.034951594,-0.1256307,0.16200988,52.417781274586936,22.296605079406806,47.0,19,254,0.00028026315789473683,8.981881546787918e-05,-0.028161216527223587,22.387535095214844,0.017087792977690697,0.013096015900373459,0.1427154541015625,-0.023124217987060547,2843,253.5213587284088,720896,720896,22528
