train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,TimeSinceStart,VectorizedStep,GlobalStep,SingleStep
-0.4019377,0.0,-0.4019377,-0.4019377,-0.4019377,1000.0,0.0,1000.0,1000,1000,494.1071996688843,223928,223928,27991
-0.21741615,0.0,-0.21741615,-0.21741615,-0.21741615,470.0,0.0,470.0,470,470,494.4367346763611,224064,224064,28008
-0.23454018,0.0,-0.23454018,-0.23454018,-0.23454018,640.0,0.0,640.0,640,640,494.5064878463745,224088,224088,28011
-0.17265195,0.0,-0.17265195,-0.17265195,-0.17265195,573.0,0.0,573.0,573,573,494.88575983047485,224240,224240,28030
0.023530925,0.0,0.023530925,0.023530925,0.023530925,1000.0,0.0,1000.0,1000,1000,495.5094904899597,224488,224488,28061
-0.12543985,0.0,-0.12543985,-0.12543985,-0.12543985,99.0,0.0,99.0,99,99,497.4989719390869,225280,225280,28160
0.11868114,0.0,0.11868114,0.11868114,0.11868114,395.0,0.0,395.0,395,395,501.88038635253906,227088,227088,28386
-0.11850166,0.0,-0.11850166,-0.11850166,-0.11850166,381.0,0.0,381.0,381,381,502.4120171070099,227280,227280,28410
-0.20032747,0.0,-0.20032747,-0.20032747,-0.20032747,251.0,0.0,251.0,251,251,502.4438397884369,227288,227288,28411
-0.15153077,0.0,-0.15153077,-0.15153077,-0.15153077,1000.0,0.0,1000.0,1000,1000,503.4290626049042,227648,227648,28456
-0.2349232,0.0,-0.2349232,-0.2349232,-0.2349232,1000.0,0.0,1000.0,1000,1000,503.45867109298706,227656,227656,28457
-0.2694017,0.0,-0.2694017,-0.2694017,-0.2694017,624.0,0.0,624.0,624,624,504.02646946907043,227880,227880,28485
-0.04229357,0.0,-0.04229357,-0.04229357,-0.04229357,192.0,0.0,192.0,192,192,506.4824821949005,228816,228816,28602
-0.050440624,0.0,-0.050440624,-0.050440624,-0.050440624,148.0,0.0,148.0,148,148,506.5138416290283,228824,228824,28603
-0.13506562,0.0,-0.13506562,-0.13506562,-0.13506562,234.0,0.0,234.0,234,234,507.2943046092987,229144,229144,28643
0.04095744,0.0,0.04095744,0.04095744,0.04095744,238.0,0.0,238.0,238,238,508.36976766586304,229560,229560,28695
0.07737253,0.0,0.07737253,0.07737253,0.07737253,242.0,0.0,242.0,242,242,508.9986152648926,229808,229808,28726
0.09713729,0.0,0.09713729,0.09713729,0.09713729,754.0,0.0,754.0,754,754,509.64816188812256,230088,230088,28761
-0.010608031,0.0,-0.010608031,-0.010608031,-0.010608031,117.0,0.0,117.0,117,117,510.5677561759949,230496,230496,28812
0.0038297586,0.0,0.0038297586,0.0038297586,0.0038297586,231.0,0.0,231.0,231,231,510.93796706199646,230664,230664,28833
-0.011358877,0.0,-0.011358877,-0.011358877,-0.011358877,75.0,0.0,75.0,75,75,510.9772710800171,230680,230680,28835
0.041051954,0.0,0.041051954,0.041051954,0.041051954,234.0,0.0,234.0,234,234,510.9952039718628,230688,230688,28836
-0.017069055,0.0,-0.017069055,-0.017069055,-0.017069055,111.0,0.0,111.0,111,111,511.0268347263336,230696,230696,28837
-0.11964622,0.0,-0.11964622,-0.11964622,-0.11964622,456.0,0.0,456.0,456,456,511.1191909313202,230728,230728,28841
-0.030456852,0.0,-0.030456852,-0.030456852,-0.030456852,184.0,0.0,184.0,184,184,514.2328932285309,231968,231968,28996
-0.12235209,0.019954398,-0.12235209,-0.14230649,-0.102397695,585.5,414.5,585.5,171,1000,514.5786221027374,232088,232088,29011
0.057438154,0.0,0.057438154,0.057438154,0.057438154,179.0,0.0,179.0,179,179,514.6582634449005,232120,232120,29015
-0.03141241,0.0,-0.03141241,-0.03141241,-0.03141241,180.0,0.0,180.0,180,180,514.6783757209778,232128,232128,29016
-0.044408362,0.0,-0.044408362,-0.044408362,-0.044408362,442.0,0.0,442.0,442,442,516.1464385986328,232672,232672,29084
-0.004388415,0.0,-0.004388415,-0.004388415,-0.004388415,136.0,0.0,136.0,136,136,517.164234161377,233056,233056,29132
0.039132405,0.0,0.039132405,0.039132405,0.039132405,302.0,0.0,302.0,302,302,517.2232122421265,233080,233080,29135
0.049377564,0.0,0.049377564,0.049377564,0.049377564,133.0,0.0,133.0,133,133,517.5120623111725,233192,233192,29149
-0.048749633,0.0,-0.048749633,-0.048749633,-0.048749633,145.0,0.0,145.0,145,145,517.6273810863495,233240,233240,29155
-0.016629266,0.0,-0.016629266,-0.016629266,-0.016629266,146.0,0.0,146.0,146,146,517.7463111877441,233280,233280,29160
-0.08794636,0.0,-0.08794636,-0.08794636,-0.08794636,81.0,0.0,81.0,81,81,517.8612115383148,233320,233320,29165
-0.12956786,0.0,-0.12956786,-0.12956786,-0.12956786,83.0,0.0,83.0,83,83,518.9893937110901,233744,233744,29218
-0.09073047,0.0,-0.09073047,-0.09073047,-0.09073047,101.0,0.0,101.0,101,101,519.3294808864594,233864,233864,29233
-0.09441011,0.0,-0.09441011,-0.09441011,-0.09441011,93.0,0.0,93.0,93,93,519.5127844810486,233936,233936,29242
-0.045927763,0.0,-0.045927763,-0.045927763,-0.045927763,415.0,0.0,415.0,415,415,519.671600818634,234000,234000,29250
-0.0763996,0.0,-0.0763996,-0.0763996,-0.0763996,94.0,0.0,94.0,94,94,519.7372725009918,234024,234024,29253
-0.12759036,0.0,-0.12759036,-0.12759036,-0.12759036,100.0,0.0,100.0,100,100,519.7788097858429,234040,234040,29255
-0.0013533359,0.0,-0.0013533359,-0.0013533359,-0.0013533359,105.0,0.0,105.0,105,105,520.0853092670441,234152,234152,29269
0.014343599,0.0,0.014343599,0.014343599,0.014343599,117.0,0.0,117.0,117,117,521.7828817367554,234800,234800,29350
0.03659566,0.0,0.03659566,0.03659566,0.03659566,113.0,0.0,113.0,113,113,522.1530117988586,234928,234928,29366
0.08841449,0.0,0.08841449,0.08841449,0.08841449,122.0,0.0,122.0,122,122,522.4027664661407,235016,235016,29377
-0.098277286,0.08958186,-0.098277286,-0.18785915,-0.008695424,256.0,129.0,256.0,127,385,522.7920150756836,235160,235160,29395
-0.06386886,0.0,-0.06386886,-0.06386886,-0.06386886,236.0,0.0,236.0,236,236,524.0396356582642,235624,235624,29453
-0.07991218,0.0,-0.07991218,-0.07991218,-0.07991218,109.0,0.0,109.0,109,109,524.1577498912811,235672,235672,29459
-0.052514806,0.0,-0.052514806,-0.052514806,-0.052514806,221.0,0.0,221.0,221,221,524.2338874340057,235704,235704,29463
-0.09791426,0.0,-0.09791426,-0.09791426,-0.09791426,110.0,0.0,110.0,110,110,524.4835851192474,235800,235800,29475
-0.09069805,0.0,-0.09069805,-0.09069805,-0.09069805,226.0,0.0,226.0,226,226,524.5071773529053,235808,235808,29476
-0.1293072,0.0,-0.1293072,-0.1293072,-0.1293072,111.0,0.0,111.0,111,111,525.1329619884491,236048,236048,29506
-0.10485601,0.0,-0.10485601,-0.10485601,-0.10485601,118.0,0.0,118.0,118,118,525.2907574176788,236104,236104,29513
-0.108419605,0.0,-0.108419605,-0.108419605,-0.108419605,103.0,0.0,103.0,103,103,526.1664500236511,236440,236440,29555
-0.14955962,0.0,-0.14955962,-0.14955962,-0.14955962,97.0,0.0,97.0,97,97,526.287531375885,236480,236480,29560
-0.05242282,0.0,-0.05242282,-0.05242282,-0.05242282,87.0,0.0,87.0,87,87,526.3300323486328,236496,236496,29562
-0.09146059,0.0,-0.09146059,-0.09146059,-0.09146059,53.0,0.0,53.0,53,53,526.3928990364075,236520,236520,29565
-0.10546409,0.0,-0.10546409,-0.10546409,-0.10546409,107.0,0.0,107.0,107,107,526.4078471660614,236528,236528,29566
-0.08017509,0.0,-0.08017509,-0.08017509,-0.08017509,94.0,0.0,94.0,94,94,526.492372751236,236560,236560,29570
-0.1099473,0.0,-0.1099473,-0.1099473,-0.1099473,74.0,0.0,74.0,74,74,526.703800201416,236640,236640,29580
-0.14951484,0.0,-0.14951484,-0.14951484,-0.14951484,114.0,0.0,114.0,114,114,528.4574644565582,237344,237344,29668
-0.13007323,0.0,-0.13007323,-0.13007323,-0.13007323,112.0,0.0,112.0,112,112,528.6584746837616,237424,237424,29678
-0.16203395,0.0,-0.16203395,-0.16203395,-0.16203395,249.0,0.0,249.0,249,249,533.4227628707886,239416,239416,29927
-0.1959144,0.0,-0.1959144,-0.1959144,-0.1959144,365.0,0.0,365.0,365,365,533.5877265930176,239480,239480,29935
-0.04758314,0.0,-0.04758314,-0.04758314,-0.04758314,34.0,0.0,34.0,34,34,534.0731332302094,239688,239688,29961
-0.7734775,0.0,-0.7734775,-0.7734775,-0.7734775,1000.0,0.0,1000.0,1000,1000,541.5621318817139,243008,243008,30376
-0.42849043,0.0,-0.42849043,-0.42849043,-0.42849043,946.0,0.0,946.0,946,946,543.9789328575134,244048,244048,30506
-0.2855729,0.0,-0.2855729,-0.2855729,-0.2855729,1000.0,0.0,1000.0,1000,1000,545.2012298107147,244488,244488,30561
-0.59382206,0.0,-0.59382206,-0.59382206,-0.59382206,1000.0,0.0,1000.0,1000,1000,545.2880623340607,244512,244512,30564
-0.54621667,0.0,-0.54621667,-0.54621667,-0.54621667,1000.0,0.0,1000.0,1000,1000,545.6512537002563,244640,244640,30580
-0.66175926,0.0,-0.66175926,-0.66175926,-0.66175926,1000.0,0.0,1000.0,1000,1000,547.2311375141144,245344,245344,30668
-0.09496383,0.0,-0.09496383,-0.09496383,-0.09496383,275.0,0.0,275.0,275,275,550.3151559829712,246688,246688,30836
-0.20486757,0.0,-0.20486757,-0.20486757,-0.20486757,1000.0,0.0,1000.0,1000,1000,552.1503975391388,247480,247480,30935
-0.0047204406,0.0,-0.0047204406,-0.0047204406,-0.0047204406,1000.0,0.0,1000.0,1000,1000,552.6385452747345,247680,247680,30960
-0.13598067,0.0,-0.13598067,-0.13598067,-0.13598067,1000.0,0.0,1000.0,1000,1000,559.9862105846405,251008,251008,31376
-0.056278933,0.0,-0.056278933,-0.056278933,-0.056278933,869.0,0.0,869.0,869,869,560.9033601284027,251456,251456,31432
-0.14581722,0.0,-0.14581722,-0.14581722,-0.14581722,963.0,0.0,963.0,963,963,561.4970762729645,251752,251752,31469
-0.1784808,0.0,-0.1784808,-0.1784808,-0.1784808,1000.0,0.0,1000.0,1000,1000,563.3488910198212,252632,252632,31579
0.036347393,0.0,0.036347393,0.036347393,0.036347393,1000.0,0.0,1000.0,1000,1000,564.8072764873505,253336,253336,31667
0.14255579,0.0,0.14255579,0.14255579,0.14255579,1000.0,0.0,1000.0,1000,1000,567.9264392852783,254680,254680,31835
0.18237185,0.0,0.18237185,0.18237185,0.18237185,942.0,0.0,942.0,942,942,568.6447315216064,255016,255016,31877
-0.07756293,0.0,-0.07756293,-0.07756293,-0.07756293,50.0,0.0,50.0,50,50,568.7864227294922,255080,255080,31885
-0.015686957,0.0,-0.015686957,-0.015686957,-0.015686957,448.0,0.0,448.0,448,448,569.338077545166,255336,255336,31917
-0.041370496,0.0,-0.041370496,-0.041370496,-0.041370496,57.0,0.0,57.0,57,57,569.6301403045654,255472,255472,31934
0.016825829,0.0,0.016825829,0.016825829,0.016825829,986.0,0.0,986.0,986,986,569.8201808929443,255560,255560,31945
-0.12643565,0.0,-0.12643565,-0.12643565,-0.12643565,371.0,0.0,371.0,371,371,569.9203524589539,255600,255600,31950
0.022571282,0.0,0.022571282,0.022571282,0.022571282,71.0,0.0,71.0,71,71,570.0387737751007,255640,255640,31955
0.05299333,0.0,0.05299333,0.05299333,0.05299333,580.0,0.0,580.0,580,580,570.0569703578949,255648,255648,31956
-0.12300596,0.0,-0.12300596,-0.12300596,-0.12300596,400.0,0.0,400.0,400,400,576.9052379131317,258664,258664,32333
-0.036882777,0.0,-0.036882777,-0.036882777,-0.036882777,407.0,0.0,407.0,407,407,577.2648129463196,258816,258816,32352
-0.071422115,0.0,-0.071422115,-0.071422115,-0.071422115,440.0,0.0,440.0,440,440,577.3737232685089,258856,258856,32357
0.03391458,0.0,0.03391458,0.03391458,0.03391458,404.0,0.0,404.0,404,404,577.4384014606476,258880,258880,32360
-0.23547389,0.0,-0.23547389,-0.23547389,-0.23547389,695.0,0.0,695.0,695,695,577.4842655658722,258896,258896,32362
-0.010704857,0.0,-0.010704857,-0.010704857,-0.010704857,1000.0,0.0,1000.0,1000,1000,578.7620725631714,259456,259456,32432
-0.1321633,0.0,-0.1321633,-0.1321633,-0.1321633,52.0,0.0,52.0,52,52,579.6960504055023,259864,259864,32483
0.055637013,0.0,0.055637013,0.055637013,0.055637013,559.0,0.0,559.0,559,559,580.1250422000885,260064,260064,32508
-0.12969947,0.0,-0.12969947,-0.12969947,-0.12969947,161.0,0.0,161.0,161,161,580.1943075656891,260096,260096,32512
0.018876772,0.0,0.018876772,0.018876772,0.018876772,196.0,0.0,196.0,196,196,580.4825866222382,260232,260232,32529
-0.0055809333,0.0,-0.0055809333,-0.0055809333,-0.0055809333,172.0,0.0,172.0,172,172,580.5309431552887,260256,260256,32532
0.006053769,0.0,0.006053769,0.006053769,0.006053769,185.0,0.0,185.0,185,185,580.7034676074982,260336,260336,32542
-0.12923233,0.0,-0.12923233,-0.12923233,-0.12923233,59.0,0.0,59.0,59,59,581.4509706497192,260696,260696,32587
-0.14802834,0.0,-0.14802834,-0.14802834,-0.14802834,60.0,0.0,60.0,60,60,581.5191111564636,260728,260728,32591
