train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,learning_rate,value_loss,policy_loss,entropy,old_approx_kl,approx_kl,clipfrac,explained_variance,SPS,TimeSinceStart,VectorizedStep,GlobalStep,SingleStep
-0.32102203,0.25610217,-0.23116381,-1.2705904,0.027052414,264.07441860465116,239.03850822693747,175.0,23,1000,0.0003,0.00507372198626399,-0.01288953423500061,22.68434715270996,0.004308544099330902,0.006846665404736996,0.0557891845703125,-11.4522123336792,1979,33.099740982055664,65536,65536,2048
-0.3608757,0.28203586,-0.27081427,-1.203789,0.04992889,316.68599033816423,273.9744565597451,221.0,23,1000,0.0002980263157894737,0.0003037351125385612,-0.016158103942871094,22.659255981445312,0.0028041135519742966,0.008020912297070026,0.0841827392578125,-0.9155369997024536,2133,61.44908118247986,131072,131072,4096
-0.3244263,0.29159102,-0.23260212,-1.2205331,0.09749033,295.35064935064935,280.86766150413104,186.0,24,1000,0.00029605263157894733,0.0001722556771710515,-0.021536853164434433,22.62005043029785,0.004427154548466206,0.009179584681987762,0.10117340087890625,0.1256868839263916,2150,91.42574715614319,196608,196608,6144
-0.25129703,0.23746198,-0.18578205,-1.1991109,0.10647423,261.83478260869566,232.7735951869479,182.5,21,1000,0.00029407894736842104,0.00015526294009760022,-0.02490805834531784,22.56930923461914,0.006476137787103653,0.008770295418798923,0.108941650390625,0.23239153623580933,2129,123.10044741630554,262144,262144,8192
-0.202006,0.22789343,-0.12652959,-1.1675322,0.100546986,224.3793103448276,226.0543468336948,131.0,25,1000,0.0002921052631578947,0.00016450359544251114,-0.02007308416068554,22.52381134033203,0.0058256275951862335,0.008795037865638733,0.126068115234375,0.2022402286529541,2145,152.72448348999023,327680,327680,10240
-0.13980936,0.19566429,-0.08482814,-1.1413524,0.12632231,188.21764705882353,176.40029590242662,130.5,18,1000,0.0002901315789473684,0.00017458881484344602,-0.023784112185239792,22.506004333496094,0.00864885002374649,0.011871427297592163,0.1396820068359375,0.18929672241210938,2148,183.0357346534729,393216,393216,12288
-0.061922304,0.14639659,-0.027124671,-1.1482819,0.17248537,130.87569573283858,144.49413178995547,86.0,23,1000,0.00028815789473684206,0.00019383672042749822,-0.023540372028946877,22.465587615966797,0.008507715538144112,0.01128500048071146,0.14491729736328124,0.21705448627471924,2125,215.8338680267334,458752,458752,14336
0.000538982,0.07109955,0.008924347,-0.44092003,0.29459712,83.6096654275093,58.679395282697655,66.0,19,601,0.00028618421052631576,0.00017807315452955663,-0.02149922400712967,22.431110382080078,0.015358206816017628,0.010669872164726257,0.1554412841796875,0.29724204540252686,2055,255.00631380081177,524288,524288,16384
0.019997027,0.047217388,0.025771972,-0.17812988,0.20135143,67.4745417515275,36.30091569350774,58.0,17,337,0.00028421052631578947,0.00013277496327646077,-0.023198196664452553,22.39875030517578,0.01457162294536829,0.01367424987256527,0.16294708251953124,0.2525351643562317,2029,290.60403513908386,589824,589824,18432
0.034261987,0.03616096,0.036906302,-0.18350382,0.18371484,55.459798994974875,23.95806236715331,50.0,16,203,0.0002822368421052631,9.716941713122651e-05,-0.027217388153076172,22.34502601623535,0.020576849579811096,0.012249352410435677,0.139337158203125,-0.06228899955749512,2000,327.5823585987091,655360,655360,20480
