train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,learning_rate,value_loss,policy_loss,entropy,old_approx_kl,approx_kl,clipfrac,explained_variance,SPS,TimeSinceStart,VectorizedStep,GlobalStep,SingleStep
-0.3203966,0.25442982,-0.2408968,-1.2790009,0.09973947,266.8356807511737,236.36244993858162,187.0,23,1000,0.0003,0.004980192519724369,-0.011279517784714699,22.688894271850586,0.006252286955714226,0.007021305151283741,0.05625152587890625,-11.645793914794922,1627,40.25675630569458,65536,65536,2048
-0.3489021,0.27724516,-0.27461374,-1.478745,0.044242855,312.3755868544601,254.26755669946138,226.0,21,1000,0.0002980263157894737,0.00027541074086911976,-0.019000669941306114,22.654682159423828,0.005590802989900112,0.00816416833549738,0.08279876708984375,-0.7594112157821655,1769,74.07030534744263,131072,131072,4096
-0.35324442,0.30493948,-0.23539075,-1.272015,0.04981276,314.93364928909955,284.3099992831239,203.0,23,1000,0.00029605263157894733,0.00015727433492429554,-0.0183479692786932,22.628456115722656,0.0023856586776673794,0.009742030873894691,0.10354156494140625,0.19931137561798096,1821,107.91165566444397,196608,196608,6144
-0.28388163,0.2542196,-0.21070506,-1.263223,0.05623311,259.8502024291498,246.6117558582506,180.0,23,1000,0.00029407894736842104,0.00015334290219470859,-0.019703330472111702,22.594423294067383,0.004024057649075985,0.009014321491122246,0.1117340087890625,0.34932899475097656,1849,141.74349355697632,262144,262144,8192
-0.23410493,0.2337354,-0.15987512,-1.124711,0.056788974,243.85159010600708,237.8346796936114,167.0,21,1000,0.0002921052631578947,0.00014953372010495514,-0.022655319422483444,22.559030532836914,0.009611574932932854,0.00890795886516571,0.1258758544921875,0.3365190625190735,1867,175.42539429664612,327680,327680,10240
-0.15254739,0.18634762,-0.09837273,-1.1509506,0.0904364,182.4696132596685,187.7506587208862,116.0,25,1000,0.0002901315789473684,0.0001703863381408155,-0.023937206715345383,22.526138305664062,0.012300984933972359,0.009222769178450108,0.13451080322265624,0.2694205641746521,1878,209.3288381099701,393216,393216,12288
-0.09466764,0.13548407,-0.05992623,-0.7897187,0.12305714,133.26190476190476,120.0017644428104,95.0,16,874,0.00028815789473684206,0.00020651088561862707,-0.02574799954891205,22.493850708007812,0.010257421061396599,0.010960487648844719,0.1425994873046875,0.2657241225242615,1883,243.5161337852478,458752,458752,14336
-0.041075513,0.09738168,-0.022210317,-0.66828316,0.14173295,104.97021943573668,83.41124874495782,80.5,20,772,0.00028618421052631576,0.00019898616301361471,-0.02540137991309166,22.470787048339844,0.018004128709435463,0.010833611711859703,0.15042724609375,0.31181997060775757,1887,277.7773106098175,524288,524288,16384
-0.008658526,0.06633951,-0.0021975324,-0.37434408,0.15055421,78.20116959064327,53.030008042786704,64.0,17,459,0.00028421052631578947,0.00018405396258458495,-0.02880510315299034,22.42980194091797,0.008869297802448273,0.011690370738506317,0.160906982421875,0.34017497301101685,1869,315.57669043540955,589824,589824,18432
0.01515675,0.048733324,0.021626182,-0.27840227,0.14749993,62.174766355140186,32.67715653977331,53.0,18,363,0.0002822368421052631,0.00013428606325760484,-0.027004510164260864,22.390167236328125,0.021019279956817627,0.013605001382529736,0.15377655029296874,0.2846633791923523,1866,351.17540073394775,655360,655360,20480
0.030437136,0.034601983,0.03312581,-0.11384433,0.13058464,51.665366614664585,21.296646375954914,48.0,15,202,0.00028026315789473683,9.401440911460668e-05,-0.02691536583006382,22.334108352661133,0.010657886043190956,0.011054045520722866,0.148382568359375,0.041371166706085205,1862,387.0498397350311,720896,720896,22528
0.038277235,0.028478356,0.03975102,-0.07614547,0.16422182,48.19563636363636,17.610954727476393,45.0,18,159,0.0002782894736842105,7.165044371504337e-05,-0.025221483781933784,22.270339965820312,0.0070236725732684135,0.00949073862284422,0.141064453125,-0.1868046522140503,1848,425.4939901828766,786432,786432,24576
0.04412269,0.027809607,0.044867262,-0.063139156,0.14734703,48.72980910425844,17.935734717208675,45.0,20,187,0.0002763157894736842,5.960216367384419e-05,-0.02633083052933216,22.195695877075195,0.011044275015592575,0.0102156400680542,0.1350677490234375,0.08920645713806152,1845,461.7682867050171,851968,851968,26624
0.049889218,0.026407685,0.050333865,-0.093986556,0.19854486,50.43491577335375,18.654449601207567,46.0,20,159,0.0002743421052631579,5.8959529269486666e-05,-0.025873754173517227,22.13559341430664,0.019198792055249214,0.01069512777030468,0.1283111572265625,0.2665955424308777,1833,500.28337240219116,917504,917504,28672
